name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,0,83542105,traffic_signals,,1,,,,-111.8910707,40.7335109,,,
,1,83542106,,,0,,,,-111.8896451,40.7335069,,,
,3,83542108,,,0,,,,-111.8867339,40.7335329,,,
,4,83542109,,,0,,,,-111.8854299,40.7335299,,,
,5,83542110,,,0,,,,-111.8844134,40.7335167,,,
,6,83542111,,,0,,,,-111.8834864,40.7335291,,,
,7,83542603,,,0,,,,-111.8911044,40.731763,,,
,8,83542605,,,0,,,,-111.8925671,40.7317637,,,
,10,83547445,traffic_signals,,1,,,,-111.8853472,40.7584578,,,
,11,83548113,,,0,,,,-111.8910368,40.7448384,,,
,12,83548119,,,0,,,,-111.8883125,40.7448553,,,
,13,83548120,,,0,,,,-111.8853656,40.7448701,,,
,14,83551101,,,0,,,,-111.8853646,40.7464643,,,
,15,83551129,,,0,,,,-111.8853648,40.7460666,,,
,16,83551130,,,0,,,,-111.891042,40.7464269,,,
,17,83551131,,,0,,,,-111.8896386,40.7464244,,,
,18,83551132,,,0,,,,-111.888334,40.7464325,,,
,19,83552670,,,0,,,,-111.8868221,40.7302425,,,
,20,83552672,,,0,,,,-111.8854784,40.730239,,,
,21,83552677,,,0,,,,-111.8842573,40.7301518,,,
,22,83552707,,,0,,,,-111.8842626,40.7295135,,,
,23,83553427,,,0,,,,-111.8911081,40.723823,,,
,24,83553429,traffic_signals,,1,,,,-111.891093,40.7254496,,,
,25,83553431,,,0,,,,-111.8910912,40.726073,,,
,26,83553435,,,0,,,,-111.8910778,40.7279228,,,
,27,83553436,,,0,,,,-111.8910818,40.7286596,,,
,28,83553438,,,0,,,,-111.8910794,40.7298878,,,
,29,83553440,,,0,,,,-111.8911002,40.7314333,,,
,30,83553442,,,0,,,,-111.8910795,40.7351342,,,
,31,83553444,,,0,,,,-111.8910837,40.7355763,,,
,32,83553446,,,0,,,,-111.8910863,40.7367689,,,
,33,83553448,,,0,,,,-111.8910564,40.7383544,,,
,34,83553449,traffic_signals,,1,,,,-111.8910748,40.7415732,,,
,35,83553451,,,0,,,,-111.891042,40.7432861,,,
,36,83553453,,,0,,,,-111.8910582,40.7480138,,,
,37,83553455,traffic_signals,,1,,,,-111.8910574,40.7497791,,,
,38,83553456,traffic_signals,,1,,,,-111.8910874,40.7519431,,,
,39,83569584,,,0,,,,-111.8896484,40.7415858,,,
,41,83569590,,,0,,,,-111.8867378,40.741606,,,
,42,83569592,traffic_signals,,1,,,,-111.8853866,40.7416288,,,
,43,83569594,,,0,,,,-111.8839413,40.7416243,,,
,44,83571184,,,0,,,,-111.8844506,40.7254404,,,
,45,83571186,,,0,,,,-111.8844474,40.7241412,,,
,46,83571188,turning_circle,,0,,,,-111.8844528,40.7236447,,,
,47,83584760,,,0,,,,-111.8925406,40.7497715,,,
,49,83586775,traffic_signals,,1,,,,-111.885351,40.7541174,,,
,50,83587081,,,0,,,,-111.885367,40.7425291,,,
,51,83587099,,,0,,,,-111.8883245,40.7429139,,,
,52,83587102,,,0,,,,-111.8853668,40.7428997,,,
,53,83594923,,,0,,,,-111.8841132,40.7270557,,,
,54,83595721,,,0,,,,-111.8883178,40.7480212,,,
,55,83595724,,,0,,,,-111.8867015,40.7480548,,,
,56,83595726,,,0,,,,-111.8853636,40.7480564,,,
,57,83600846,,,0,,,,-111.8883307,40.7519562,,,
,58,83600848,,,0,,,,-111.8867901,40.7519535,,,
,59,83600854,traffic_signals,,1,,,,-111.8853625,40.7519509,,,
,60,83600857,,,0,,,,-111.8839377,40.7519529,,,
,61,83604138,,,0,,,,-111.8853665,40.7434525,,,
,62,83604146,,,0,,,,-111.8883147,40.7436901,,,
,63,83604155,,,0,,,,-111.8853663,40.7436801,,,
,64,83604162,,,0,,,,-111.8900402,40.7432769,,,
,65,83604166,,,0,,,,-111.8896557,40.7432738,,,
,66,83604168,,,0,,,,-111.889307,40.7432652,,,
,67,83604170,,,0,,,,-111.8883305,40.7432604,,,
,68,83605776,,,0,,,,-111.8925646,40.7383413,,,
,69,83617914,,,0,,,,-111.8839374,40.749797,,,
,70,83617919,,,0,,,,-111.8842734,40.7287493,,,
,71,83617921,,,0,,,,-111.8841387,40.7254428,,,
,72,83617930,,,0,,,,-111.8839717,40.7391619,,,
,73,83617932,,,0,,,,-111.8839606,40.7367955,,,
,74,83617937,,,0,,,,-111.8844134,40.7327037,,,
,75,83620817,,,0,,,,-111.8896698,40.7383434,,,
